family,dataset,pooling,audit,layer_idx,depth_fraction,llm_layer_number,vlm_layer_number,layer_number,seed,width_factor,d_sae,l1,normalize,dom_margin,train_examples,eval_examples,sae_steps,MFI,MFI_ci_low,MFI_ci_high,FMP,image_driven_frac,text_driven_frac,both_driven_frac,mean_text_delta,mean_image_delta,matched_gini,matched_eff_dim,image_only_mean_activation,llm_mean_activation,vlm_train_rec_r2,vlm_eval_rec_r2,llm_train_rec_r2,vlm_eval_l0,vlm_eval_active_frac,vlm_eval_dead_frac,vlm_eval_z_abs_mean
pali,flickr30k,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,False,1.1,1024,512,1200,0.08766131103038788,0.08693029567912162,0.08845253073122876,0.14453125,0.143798828125,0.004638671875,0.00390625,0.03052167408168316,0.05713963508605957,0.8774954933336585,533.4878133090501,0.12068265676498413,0.19921840727329254,0.9951363185087779,0.986012507106417,0.9988906380023839,532.599609375,0.13002920150756836,0.85302734375,0.11482503265142441
pali,flickr30k,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,False,1.25,1024,512,1200,0.08766131103038788,0.08693029567912162,0.08845253073122876,0.14208984375,0.14306640625,0.004150390625,0.005126953125,0.03052167408168316,0.05713963508605957,0.8774954933336585,533.4878133090501,0.12068265676498413,0.19921840727329254,0.9951363185087779,0.986012507106417,0.9988906380023839,532.599609375,0.13002920150756836,0.85302734375,0.11482503265142441
pali,flickr30k,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,False,1.5,1024,512,1200,0.08766131103038788,0.08693029567912162,0.08845253073122876,0.12939453125,0.13720703125,0.003662109375,0.011474609375,0.03052167408168316,0.05713963508605957,0.8774954933336585,533.4878133090501,0.12068265676498413,0.19921840727329254,0.9951363185087779,0.986012507106417,0.9988906380023839,532.599609375,0.13002920150756836,0.85302734375,0.11482503265142441
pali,flickr30k,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,True,1.1,1024,512,1200,0.656693160533905,0.6522467933886219,0.6612157062074402,0.98779296875,0.993896484375,0.0,0.006103515625,0.24632865190505981,0.4103645086288452,0.06502153746042709,4037.047767827537,0.381448894739151,0.3247827887535095,0.9945628429357124,0.7940557589033306,0.9908186804671922,1904.9453125,0.4650745391845703,0.0,0.3341383635997772
pali,flickr30k,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,True,1.25,1024,512,1200,0.656693160533905,0.6522467933886219,0.6612157062074402,0.94189453125,0.970947265625,0.0,0.029052734375,0.24632865190505981,0.4103645086288452,0.06502153746042709,4037.047767827537,0.381448894739151,0.3247827887535095,0.9945628429357124,0.7940557589033306,0.9908186804671922,1904.9453125,0.4650745391845703,0.0,0.3341383635997772
pali,flickr30k,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,True,1.5,1024,512,1200,0.656693160533905,0.6522467933886219,0.6612157062074402,0.5595703125,0.77978515625,0.0,0.22021484375,0.24632865190505981,0.4103645086288452,0.06502153746042709,4037.047767827537,0.381448894739151,0.3247827887535095,0.9945628429357124,0.7940557589033306,0.9908186804671922,1904.9453125,0.4650745391845703,0.0,0.3341383635997772
pali,flickr30k,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,False,1.1,1024,512,1200,0.08670651912689209,0.08599397797406709,0.08748203844261297,0.143798828125,0.142822265625,0.0048828125,0.00390625,0.03019152395427227,0.056515008211135864,0.877690391441103,531.1887440748633,0.11599379777908325,0.19247925281524658,0.9950509265018629,0.9859048335892344,0.9989646485280161,528.482421875,0.12902402877807617,0.853759765625,0.11009008437395096
pali,flickr30k,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,False,1.25,1024,512,1200,0.08670651912689209,0.08599397797406709,0.08748203844261297,0.140869140625,0.141845703125,0.00439453125,0.00537109375,0.03019152395427227,0.056515008211135864,0.877690391441103,531.1887440748633,0.11599379777908325,0.19247925281524658,0.9950509265018629,0.9859048335892344,0.9989646485280161,528.482421875,0.12902402877807617,0.853759765625,0.11009008437395096
pali,flickr30k,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,False,1.5,1024,512,1200,0.08670651912689209,0.08599397797406709,0.08748203844261297,0.131103515625,0.137451171875,0.00390625,0.01025390625,0.03019152395427227,0.056515008211135864,0.877690391441103,531.1887440748633,0.11599379777908325,0.19247925281524658,0.9950509265018629,0.9859048335892344,0.9989646485280161,528.482421875,0.12902402877807617,0.853759765625,0.11009008437395096
pali,flickr30k,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,True,1.1,1024,512,1200,0.6471861004829407,0.6428276368998922,0.6515326891996664,0.990234375,0.994873046875,0.000244140625,0.0048828125,0.24320191144943237,0.4039841890335083,0.06567803900094721,4037.0827929889983,0.37388280034065247,0.3185086250305176,0.9938741765892266,0.7931893882573862,0.9904402416381901,1896.462890625,0.46300363540649414,0.0,0.32837679982185364
